nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,anciennete_compte_jours
Gomez,Emma,59.0,172.6,70.3,H,non,doctorat,Hauts-de-France,oui,oui,3498.0,marié,4.0,0.86,335.0,459.59,12032.654325077505,1165.0
Spears,Tonya,41.0,177.4,82.0,H,oui,bac+2,Occitanie,non,oui,1882.0,veuf,5.0,0.2,537.4,2787.826,28685.37160497041,820.0
Mays,Amy,45.0,162.2,46.1,F,non,bac,Hauts-de-France,oui,oui,1084.0,veuf,4.0,0.98,820.0,10000.0,500.0,591.0
Briggs,Amy,73.0,159.2,67.1,H,non,master,Hauts-de-France,non,non,2345.0,veuf,3.0,0.86,346.0,6000.0,500.0,1219.0
Quinn,Cindy,43.0,161.9,56.7,H,non,aucun,Occitanie,non,oui,2740.0,divorcé,4.0,0.1,486.0,773.51,6726.144540197254,419.0
Mcguire,Paige,60.0,165.8,64.5,H,oui,aucun,Bretagne,oui,non,1704.0,divorcé,2.0,0.3,557.2,5000.0,500.0,1742.0
Holder,Henry,57.0,173.2,54.9,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,871.0,veuf,2.0,0.47,706.0,5310.844,500.0,522.0
Ross,Patrick,64.0,171.3,71.2,H,non,master,Hauts-de-France,non,oui,2589.0,veuf,4.0,0.7,445.8,7094.316000000001,20212.703427559845,1610.0
Edwards,Logan,49.0,181.9,72.9,F,non,doctorat,Corse,oui,oui,1127.0,marié,4.0,0.22,830.0,4605.5380000000005,5504.582746306162,294.0
Wall,Jason,68.0,181.6,81.4,H,non,master,Hauts-de-France,non,oui,1526.0,marié,3.0,0.49,359.0,6153.204,8878.890939012841,2184.0
Gordon,George,23.0,162.8,42.8,H,non,bac,Bretagne,non,non,1797.0,divorcé,1.0,0.04,595.0,546.16,500.0,808.0
Garrison,Richard,40.0,155.4,74.5,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2165.0,marié,1.0,0.84,846.0,887.1,500.0,1274.0
Patterson,Amy,72.0,171.1,60.4,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2676.0,célibataire,2.0,0.46,550.2,5000.0,10124.44495985712,356.0
Bryant,Stephanie,68.0,161.0,63.5,F,non,master,Bretagne,oui,oui,2107.0,divorcé,5.0,0.84,503.6,688.7,8921.973730630438,1208.0
Robbins,Ashley,32.0,163.8,76.0,H,non,doctorat,Corse,oui,oui,2063.0,divorcé,2.0,0.38,526.4,854.72,6035.446018551712,537.0
Crawford,Amy,48.0,188.6,81.7,F,oui,master,Normandie,oui,oui,1290.0,divorcé,5.0,0.49,331.0,10000.0,8255.660172817976,1343.0
Cross,Kelly,75.0,164.3,65.9,F,non,aucun,Bretagne,non,oui,1313.0,divorcé,2.0,0.85,805.0,1260.4,5083.612822428259,409.0
Clark,Scott,57.0,171.0,39.3,F,non,aucun,Bretagne,oui,non,1029.0,marié,3.0,0.52,467.4,10000.0,500.0,1608.0
Norman,Paige,75.0,175.4,79.0,F,oui,aucun,Occitanie,non,oui,2362.0,divorcé,4.0,0.39,491.0,5000.0,500.0,1064.0
Stout,Stephanie,62.0,178.4,66.8,F,oui,aucun,Corse,oui,oui,3735.0,divorcé,3.0,0.4,643.0,4383.83,500.0,567.0
Reeves,Matthew,37.0,171.7,82.7,F,non,bac,Île-de-France,non,non,2379.0,marié,2.0,0.21,487.0,6024.692,500.0,1062.0
Thomas,Debra,63.0,170.2,47.8,H,non,master,Auvergne-Rhône-Alpes,non,oui,2170.0,célibataire,4.0,0.15,543.6,902.3,16629.25199108691,1778.0
Brown,Ryan,70.0,180.8,86.5,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,5731.125,marié,5.0,0.62,506.4,5253.852,29125.106077604298,465.0
Delgado,Tristan,31.0,176.9,72.0,H,non,doctorat,Occitanie,oui,non,1599.0,marié,2.0,0.35,596.8,5000.0,500.0,809.0
Parks,Wyatt,31.0,170.0,51.7,H,oui,doctorat,Île-de-France,non,oui,1814.0,divorcé,2.0,0.07,689.4,4544.9800000000005,38558.79613385785,888.0
Gonzalez,Theresa,21.0,172.5,75.1,F,oui,bac+2,Hauts-de-France,oui,oui,609.0,célibataire,3.0,1.0,575.4,723.68,500.0,452.0
Williams,Kathryn,20.0,179.9,73.5,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3332.0,célibataire,5.0,0.03,660.0,5158.2699999999995,14791.054255033709,1670.0
Holland,Jeremy,56.0,161.2,92.0,H,non,doctorat,Normandie,non,oui,2204.0,marié,3.0,0.81,611.2,5000.0,24690.30817151772,1376.0
Ritter,Carla,42.0,166.9,85.5,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3099.0,divorcé,2.0,0.73,555.0,4324.47,14232.322333697375,1847.0
Brown,Kimberly,55.0,182.7,74.8,F,non,doctorat,Auvergne-Rhône-Alpes,oui,non,1771.0,marié,0.0,0.09,301.0,5000.0,500.0,2217.0
Figueroa,Alison,25.0,156.3,82.4,F,non,master,Bretagne,non,oui,5431.0,veuf,2.0,0.29,505.0,5000.0,27702.156529405507,1523.0
Robinson,Lauren,67.0,176.1,75.2,H,non,doctorat,Île-de-France,non,oui,2979.0,veuf,4.0,0.56,376.0,5209.4980000000005,30331.9324936551,1614.0
Gardner,Adam,49.0,180.4,66.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,3192.0,veuf,2.0,0.35,644.6,621.78,500.0,1059.0
Preston,Jocelyn,47.0,168.4,66.8,F,non,bac+2,Bretagne,non,oui,3877.0,divorcé,4.0,0.69,575.4,780.64,26198.455079027182,1640.0
Mays,Hector,68.0,169.2,93.5,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,2128.0,célibataire,3.0,0.18,594.6,6202.2699999999995,500.0,2082.0
Peters,Kenneth,19.0,152.9,55.7,H,oui,aucun,Île-de-France,non,oui,1772.0,divorcé,3.0,0.42,630.0,10000.0,12454.328982490384,1494.0
Johnson,Tiffany,65.0,176.8,59.5,H,oui,bac,Île-de-France,non,non,5181.0,veuf,4.0,0.56,601.4,10000.0,14858.463980839962,1782.0
Flores,Kayla,75.0,160.0,66.5,F,oui,bac+2,Normandie,oui,oui,3746.0,marié,3.0,0.73,659.2,1002.34,16415.71124195981,1792.0
Monroe,Andrew,53.0,178.0,43.5,H,oui,master,Normandie,oui,oui,2952.0,célibataire,0.0,0.03,630.0,1101.41,24462.730419394706,1652.0
Mckay,Tyrone,59.0,151.6,78.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,500.0,célibataire,3.0,0.38,501.8,672.52,500.0,928.0
Gentry,Anthony,20.0,171.6,88.3,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,500.0,célibataire,2.0,0.2,664.4,921.64,500.0,455.0
Gibbs,John,34.0,176.9,43.0,F,oui,doctorat,Normandie,non,oui,1863.0,marié,4.0,0.92,597.8,6150.982,14449.054890309168,771.0
Williams,Jessica,54.0,164.4,80.1,F,oui,aucun,Bretagne,oui,oui,1363.0,marié,4.0,0.44,635.0,10000.0,500.0,1947.0
Hernandez,Kari,67.0,164.9,64.9,F,non,bac,Île-de-France,non,oui,951.0,célibataire,3.0,0.35,329.0,5000.0,500.0,745.0
Barnes,Robert,25.0,170.7,79.9,H,non,aucun,Normandie,non,non,500.0,marié,3.0,0.26,550.2,10000.0,500.0,1301.0
Jackson,Angela,66.0,151.8,58.3,H,non,master,Hauts-de-France,non,non,2612.0,célibataire,1.0,0.25,629.2,1616.31,500.0,1686.0
Gray,Eugene,69.0,185.7,71.8,F,non,aucun,Occitanie,non,oui,936.0,marié,2.0,0.28,535.6,6208.846,500.0,1150.0
Thomas,Anne,59.0,168.4,72.7,H,oui,master,Bretagne,non,non,1251.0,marié,4.0,0.86,710.0,926.12,4878.545755190827,1406.0
Ramirez,Colleen,35.0,154.3,90.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,614.0,veuf,5.0,0.95,536.8,821.99,500.0,1575.0
Calhoun,Kyle,40.0,173.7,61.6,F,oui,doctorat,Occitanie,non,oui,1899.0,marié,3.0,0.31,312.0,1414.5,23223.68674933023,1881.0
Phillips,Robin,64.0,156.4,52.9,H,non,aucun,Occitanie,non,non,1541.0,marié,1.0,0.33,693.8,4309.4400000000005,500.0,1499.0
Holder,Andrew,55.0,147.3,95.3,F,oui,doctorat,Corse,non,oui,1440.0,marié,2.0,0.06,636.0,948.67,32053.702626437243,1338.0
Mendoza,Kyle,51.0,189.5,66.6,F,oui,aucun,Hauts-de-France,non,non,4944.0,marié,1.0,0.92,542.6,10000.0,500.0,1848.0
House,Justin,43.0,161.7,70.8,H,non,doctorat,Bretagne,oui,non,1103.0,marié,3.0,0.69,596.8,10000.0,500.0,347.0
Washington,Natasha,36.0,168.7,94.1,H,non,bac+2,Île-de-France,oui,oui,2002.0,divorcé,0.0,0.23,651.0,5000.0,9001.546015414096,1887.0
Fowler,Eric,72.0,161.5,47.1,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,4216.0,divorcé,2.0,0.29,476.0,10000.0,500.0,2210.0
Richardson,Sarah,23.0,166.6,66.8,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2582.0,marié,3.0,0.83,492.4,5000.0,10903.397392817302,1608.0
Perry,Nicholas,67.0,155.8,61.9,H,non,bac,Normandie,non,oui,863.0,célibataire,2.0,0.65,323.0,10000.0,500.0,1759.0
Fox,Robert,70.0,170.0,68.5,H,oui,doctorat,Île-de-France,oui,oui,500.0,marié,1.0,0.92,796.0,548.48,24181.38134356665,1203.0
Jones,Christina,64.0,161.4,69.0,F,non,aucun,Île-de-France,oui,oui,3318.0,marié,5.0,0.61,593.4,10000.0,2720.813788949977,592.0
Martin,Anna,49.0,172.1,68.2,F,non,master,Hauts-de-France,non,non,500.0,marié,3.0,0.5,601.0,5000.0,500.0,2253.0
Tyler,Brandon,69.0,173.4,51.2,H,oui,bac+2,Île-de-France,oui,non,1817.0,veuf,1.0,0.15,301.0,10000.0,500.0,710.0
Leach,Emily,22.0,169.2,93.2,H,non,doctorat,Normandie,oui,oui,1224.0,divorcé,2.0,0.23,582.4,5000.0,11196.8709848394,1069.0
Bryant,Jennifer,19.0,157.9,61.6,H,oui,master,Hauts-de-France,oui,oui,2237.0,divorcé,2.0,0.62,597.8,10000.0,4057.591842683427,1211.0
Martin,James,38.0,169.3,96.0,H,oui,doctorat,Hauts-de-France,oui,oui,3210.0,divorcé,3.0,0.26,779.0,10000.0,30089.662669880072,1085.0
Lee,Laura,22.0,173.5,61.9,H,oui,bac,Île-de-France,non,oui,796.0,marié,3.0,0.88,523.0,2343.864,10822.827044993295,883.0
Olson,Edward,63.0,186.8,70.6,F,oui,aucun,Occitanie,non,oui,3885.0,divorcé,3.0,0.5,558.8,10000.0,15757.66361823247,2051.0
Aguilar,Sarah,56.0,170.1,74.4,F,oui,bac,Bretagne,non,non,898.0,marié,3.0,0.02,630.0,4206.96,500.0,690.0
Sims,Joanne,47.0,160.5,48.4,H,non,aucun,Bretagne,oui,oui,3582.0,divorcé,5.0,0.12,604.8,724.76,3735.658720627448,1819.0
Jackson,Mary,46.0,173.9,58.2,H,oui,bac+2,Normandie,non,oui,2047.0,divorcé,3.0,0.1,833.0,957.57,15966.5991061799,1950.0
Stewart,Sarah,49.0,179.8,43.1,F,non,bac,Hauts-de-France,non,oui,3214.0,marié,2.0,0.55,788.0,303.13,7056.806036648549,2259.0
Allen,Carrie,56.0,180.2,72.9,F,non,master,Normandie,oui,oui,500.0,célibataire,0.0,0.14,581.6,6349.798000000001,500.0,395.0
Myers,Gerald,51.0,172.0,76.7,F,oui,aucun,Corse,oui,non,3527.0,marié,5.0,0.03,583.2,654.46,500.0,989.0
Torres,Bonnie,22.0,160.1,71.0,F,non,bac,Occitanie,oui,non,2450.0,marié,2.0,0.86,791.0,10000.0,500.0,1294.0
Martin,Diana,30.0,172.0,45.4,F,oui,bac,Hauts-de-France,oui,non,2893.0,célibataire,0.0,0.05,663.8,793.96,500.0,1487.0
Burke,Christopher,57.0,171.9,88.1,H,non,bac,Provence-Alpes-Côte d’Azur,oui,non,4262.0,veuf,3.0,0.89,545.6,10000.0,500.0,1863.0
Smith,Joshua,51.0,184.7,62.0,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2926.0,veuf,3.0,0.42,629.0,5000.0,35758.18072081153,1977.0
Hill,Lauren,34.0,170.4,86.6,H,non,master,Normandie,oui,oui,2399.0,marié,5.0,0.01,818.0,5000.0,11737.23847284871,715.0
Cline,Rachel,71.0,169.8,73.9,H,non,bac+2,Bretagne,oui,oui,1287.0,marié,2.0,0.63,800.0,10000.0,2814.1386162062663,1849.0
Williams,Stephen,28.0,178.2,72.8,F,non,aucun,Hauts-de-France,oui,oui,1768.0,marié,2.0,0.71,830.0,4333.604,500.0,1945.0
Brown,Joshua,20.0,157.0,67.8,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1559.0,marié,2.0,0.79,532.8,10000.0,500.0,1634.0
Gallagher,Sierra,65.0,162.2,82.4,H,non,bac+2,Bretagne,oui,oui,2632.0,divorcé,3.0,0.57,678.6,5000.0,11759.638243193413,458.0
Griffin,John,63.0,179.7,93.6,F,non,bac,Auvergne-Rhône-Alpes,non,oui,2798.0,marié,3.0,0.9,656.8,656.99,14866.76807385541,2220.0
Lopez,Mary,40.0,170.3,74.4,H,oui,aucun,Hauts-de-France,oui,non,3130.0,marié,3.0,0.82,731.0,607.638,500.0,1899.0
Glover,James,74.0,169.1,76.3,F,oui,master,Hauts-de-France,non,oui,1899.0,veuf,2.0,0.41,496.0,5000.0,20814.697568663774,1348.0
Rhodes,Gloria,21.0,169.3,74.0,F,non,bac,Auvergne-Rhône-Alpes,oui,non,3444.0,marié,2.0,0.23,831.0,5000.0,500.0,606.0
Garcia,Alyssa,32.0,150.5,66.6,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2603.0,veuf,3.0,0.35,513.6,10000.0,30210.987049606567,1860.0
Davis,Tina,75.0,184.8,58.6,F,non,master,Bretagne,non,non,3656.0,divorcé,3.0,0.22,594.0,10000.0,3066.137791409429,803.0
Colon,Mary,37.0,158.0,66.9,F,non,bac+2,Normandie,oui,oui,4084.0,veuf,3.0,0.52,748.0,10000.0,9573.778332032196,1852.0
Valdez,Kathy,24.0,180.3,99.8,F,oui,aucun,Occitanie,oui,oui,2306.0,divorcé,1.0,0.23,849.0,10000.0,4554.810431805047,843.0
Banks,Steven,47.0,173.5,75.8,F,non,bac+2,Bretagne,oui,oui,2384.0,marié,3.0,0.22,588.0,5000.0,6829.661938726994,512.0
Wolfe,Patrick,23.0,158.8,44.8,F,non,doctorat,Bretagne,oui,non,1713.0,divorcé,0.0,0.58,803.0,3428.964,500.0,1988.0
Bass,Brandon,44.0,162.3,45.4,F,non,aucun,Normandie,oui,oui,1962.0,marié,1.0,0.7,363.0,10000.0,500.0,1912.0
Mcclure,Olivia,35.0,153.7,76.8,F,oui,doctorat,Bretagne,non,oui,2789.0,célibataire,4.0,0.64,629.8,5000.0,29152.59717199099,617.0
Anderson,Samantha,40.0,180.5,85.9,F,oui,doctorat,Bretagne,oui,non,3336.0,célibataire,3.0,0.21,378.0,5000.0,500.0,1244.0
Roy,David,57.0,160.5,80.2,H,oui,master,Auvergne-Rhône-Alpes,non,non,2623.0,divorcé,2.0,0.54,562.0,10000.0,4383.465051415476,1184.0
Russell,Timothy,41.0,179.0,35.9,F,oui,master,Île-de-France,non,non,2699.0,célibataire,5.0,0.33,452.6,4349.15,8620.740440969317,308.0
Hall,John,68.0,177.0,86.3,H,oui,aucun,Bretagne,non,non,3059.0,divorcé,4.0,0.75,548.0,5000.0,500.0,1401.0
Gross,Kelly,23.0,163.3,61.0,F,oui,aucun,Hauts-de-France,non,non,2360.0,divorcé,2.0,0.87,349.0,10000.0,500.0,333.0
Thompson,Mark,43.0,147.0,69.5,F,oui,doctorat,Normandie,oui,oui,4971.0,divorcé,2.0,0.36,521.4,10000.0,25883.89703555264,1062.0
Allen,Anna,21.0,172.1,54.2,F,non,bac+2,Occitanie,non,oui,500.0,veuf,3.0,0.22,635.8,10000.0,2571.4279977966503,557.0
Davis,Erin,44.0,167.9,74.2,F,oui,master,Île-de-France,oui,non,3485.0,célibataire,2.0,0.78,500.0,5000.0,6950.6917501230155,2094.0
Miller,Erika,75.0,156.9,88.8,F,oui,bac,Bretagne,oui,oui,989.0,marié,2.0,0.26,843.0,4196.5199999999995,12906.990479801343,2275.0
Smith,Chelsey,32.0,178.3,78.4,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2538.0,marié,2.0,0.91,458.0,4343.556,21288.40814422946,2159.0
Johnson,Erika,30.0,164.7,69.6,H,non,bac,Hauts-de-France,non,oui,2830.0,marié,3.0,0.26,649.2,805.29,7501.263720832778,1247.0
Rivas,Michelle,23.0,157.2,47.2,H,oui,master,Île-de-France,oui,oui,3583.0,veuf,0.0,0.39,642.0,615.43,13702.678326689054,464.0
Wolf,Scott,35.0,159.0,59.6,H,non,bac,Auvergne-Rhône-Alpes,oui,non,2107.0,veuf,2.0,0.34,582.6,5000.0,500.0,1454.0
Mora,Kirk,32.0,172.2,63.9,H,oui,aucun,Corse,non,non,4405.0,marié,3.0,0.48,479.6,853.79,500.0,394.0
Burch,Jeffrey,58.0,181.8,86.9,H,oui,doctorat,Occitanie,oui,oui,962.0,célibataire,5.0,0.87,609.6,5000.0,14356.8655104378,524.0
Collins,Robert,62.0,186.6,78.8,F,oui,aucun,Île-de-France,non,oui,3271.0,marié,5.0,0.22,606.8,5000.0,17984.913231590494,1618.0
Edwards,Amy,53.0,173.3,55.2,H,non,doctorat,Occitanie,oui,oui,699.0,veuf,4.0,0.82,521.0,989.81,9786.53291738366,1082.0
Harris,Samantha,48.0,175.2,72.0,F,non,bac,Corse,non,oui,4371.0,célibataire,2.0,0.52,429.8,5000.0,500.0,1534.0
Roberts,Joshua,32.0,177.5,71.4,H,oui,doctorat,Hauts-de-France,oui,non,1464.0,célibataire,5.0,0.76,391.0,420.05,500.0,406.0
Smith,Ashley,19.0,178.3,47.7,F,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,4022.0,marié,3.0,0.53,474.0,6224.954,20399.310471048295,986.0
Turner,Justin,50.0,175.3,69.6,F,oui,bac,Hauts-de-France,non,non,2020.0,célibataire,3.0,0.08,701.0,718.47,500.0,2042.0
Schmidt,Kayla,39.0,156.5,74.0,H,non,master,Occitanie,non,oui,5025.0,célibataire,1.0,0.38,452.4,10000.0,28688.895789414644,1897.0
Le,Monique,29.0,153.8,60.9,F,oui,doctorat,Occitanie,non,oui,4116.0,marié,5.0,0.42,699.4,5000.0,32226.988031995697,1699.0
Juarez,Bailey,58.0,165.6,56.9,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3767.0,divorcé,1.0,0.32,537.0,3424.5160000000005,500.0,1347.0
Morris,Kathleen,68.0,158.3,87.4,H,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3955.0,marié,4.0,0.94,525.6,933.28,10639.305587861045,353.0
Anderson,Collin,39.0,174.2,43.4,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1808.0,marié,3.0,0.76,516.2,766.8,5630.096497060186,359.0
Ayala,Debra,31.0,187.1,69.8,H,non,doctorat,Corse,oui,non,2649.0,divorcé,2.0,0.03,471.0,10000.0,500.0,1639.0
Ramirez,Christina,29.0,172.3,77.4,H,non,bac,Bretagne,non,non,2483.0,marié,4.0,0.71,721.0,10000.0,500.0,847.0
Bell,Jennifer,53.0,158.6,72.2,H,oui,aucun,Occitanie,non,non,1371.0,divorcé,5.0,0.94,607.8,1069.99,500.0,1161.0
Barron,Eric,60.0,156.9,78.6,F,non,bac+2,Normandie,non,oui,2340.0,marié,2.0,0.06,643.0,10000.0,15184.584884713417,1428.0
Hampton,Glenn,45.0,168.8,91.3,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,2906.0,célibataire,1.0,0.44,662.0,1166.1,29132.162879314223,655.0
Williams,Matthew,33.0,173.4,51.0,F,non,aucun,Normandie,non,oui,5731.125,divorcé,4.0,0.42,777.0,519.12,15351.456734074622,2240.0
Travis,David,26.0,164.8,99.3,H,non,doctorat,Hauts-de-France,non,non,1587.0,divorcé,2.0,0.73,845.0,5149.634,500.0,1369.0
Rogers,Sean,23.0,177.3,71.7,H,oui,bac+2,Hauts-de-France,non,non,1513.0,veuf,3.0,0.65,682.0,5000.0,500.0,967.0
Rhodes,Julie,42.0,179.2,76.7,H,non,bac,Auvergne-Rhône-Alpes,non,oui,2273.0,célibataire,3.0,0.51,589.0,5379.182000000001,11655.390877132537,1210.0
Peterson,Pamela,45.0,171.0,58.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,3352.0,veuf,1.0,0.01,465.0,5000.0,500.0,1833.0
Foster,Tara,52.0,171.4,76.8,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,2962.0,célibataire,4.0,0.4,514.6,1042.69,500.0,1429.0
Wallace,Amber,26.0,177.4,34.3,F,oui,aucun,Île-de-France,non,oui,3531.0,célibataire,3.0,0.4,521.0,622.09,8280.067769939777,2129.0
Castillo,Thomas,52.0,177.0,58.0,H,non,master,Hauts-de-France,oui,non,2014.0,divorcé,3.0,0.29,641.4,5000.0,500.0,1336.0
Rivera,Dennis,49.0,183.2,67.0,H,non,bac,Occitanie,oui,non,5607.0,divorcé,2.0,0.4,775.0,8000.0,500.0,1426.0
Powell,James,27.0,179.1,87.6,F,non,bac+2,Bretagne,non,oui,2099.0,marié,3.0,0.38,678.4,5000.0,15284.764778404458,1546.0
Thompson,Kimberly,71.0,176.1,62.2,F,oui,bac,Bretagne,non,oui,1534.0,veuf,5.0,0.05,558.2,10000.0,20138.50357849674,1062.0
Brown,Michele,63.0,166.0,92.2,H,oui,bac+2,Normandie,non,oui,930.0,marié,1.0,0.46,303.0,10000.0,8042.88785006186,1087.0
Allen,James,55.0,192.3,70.9,H,non,bac,Occitanie,non,non,3907.0,marié,2.0,0.14,501.8,579.29,500.0,1765.0
Jenkins,Kimberly,36.0,159.9,71.4,H,non,doctorat,Corse,non,oui,4632.0,divorcé,3.0,0.41,542.4,54.98,16683.472226033566,1514.0
Gomez,Paul,60.0,163.5,111.05,F,non,master,Corse,oui,oui,500.0,divorcé,3.0,0.22,578.2,4273.438,500.0,756.0
Small,John,22.0,175.8,67.0,F,oui,aucun,Île-de-France,non,non,884.0,célibataire,1.0,0.13,698.0,7000.0,500.0,1205.0
Doyle,Katherine,72.0,160.5,77.5,H,non,master,Auvergne-Rhône-Alpes,oui,non,2445.0,veuf,5.0,0.85,438.0,3281.244,500.0,1403.0
Cruz,Christina,51.0,175.3,60.4,H,oui,aucun,Normandie,oui,oui,2408.0,marié,4.0,0.29,697.0,7074.361999999999,2050.7157398082786,1608.0
Harper,Matthew,19.0,180.4,79.3,H,non,bac+2,Occitanie,non,oui,500.0,marié,2.0,0.6,609.8,2444.606,15874.774716771984,2040.0
Norris,Sierra,26.0,167.9,68.5,H,non,bac+2,Hauts-de-France,oui,oui,2262.0,marié,2.0,0.48,485.8,3225.8540000000003,500.0,614.0
Haley,Kimberly,59.0,146.9,48.7,H,non,aucun,Île-de-France,non,oui,2618.0,divorcé,3.0,0.2,482.8,5000.0,8886.31357750079,1134.0
Gonzales,Krystal,46.0,188.4,71.2,F,non,bac,Auvergne-Rhône-Alpes,oui,non,2298.0,marié,0.0,0.7,622.0,10000.0,500.0,576.0
Bell,Daniel,19.0,176.1,41.6,F,non,bac,Normandie,oui,oui,3278.0,marié,3.0,0.66,580.6,4374.926,2813.156186853146,1053.0
Stewart,Joe,34.0,175.5,94.5,H,oui,bac+2,Hauts-de-France,non,oui,2425.0,marié,3.0,0.33,708.0,10000.0,23210.797866626606,1860.0
Medina,Abigail,70.0,170.6,53.7,F,non,doctorat,Île-de-France,non,non,3247.0,célibataire,2.0,0.79,502.0,6168.806,5257.865301498262,1936.0
Hill,Katherine,68.0,172.7,75.0,H,non,bac+2,Normandie,non,non,1217.0,marié,0.0,0.5,538.8,437.78,500.0,1698.0
Adams,Jennifer,19.0,182.6,60.0,F,oui,bac+2,Corse,oui,non,1382.0,marié,1.0,0.97,460.0,1228.62,500.0,628.0
Potter,Paula,38.0,159.9,58.5,H,non,doctorat,Corse,non,non,1866.0,divorcé,1.0,0.94,659.4,10000.0,500.0,893.0
Hernandez,Dawn,33.0,163.6,87.7,F,non,aucun,Île-de-France,oui,non,1517.0,marié,1.0,0.06,664.6,4342.906,500.0,1921.0
Alvarez,Amanda,50.0,178.5,66.3,F,oui,master,Normandie,non,oui,2501.0,célibataire,3.0,0.6,458.0,567.95,24670.306600109925,2021.0
Caldwell,Todd,34.0,175.5,82.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3893.0,divorcé,3.0,0.33,760.0,10000.0,7977.963403126492,758.0
Roman,Kenneth,62.0,155.3,67.3,F,non,bac+2,Hauts-de-France,non,non,1915.0,veuf,0.0,0.7,478.0,758.8,500.0,1765.0
Gonzalez,Chad,70.0,169.1,71.9,H,oui,bac,Hauts-de-France,oui,oui,4917.0,veuf,3.0,0.53,607.0,10000.0,13179.96915777943,1557.0
Mccoy,Chad,62.0,167.7,69.7,F,non,aucun,Normandie,oui,oui,1393.0,marié,2.0,0.99,691.6,7213.998000000001,500.0,1175.0
Ramsey,Jennifer,46.0,160.3,69.1,H,oui,master,Corse,non,oui,5582.0,célibataire,0.0,0.83,630.4,802.5,32624.624247843058,2010.0
Meadows,Steven,60.0,162.5,93.2,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,4456.0,marié,3.0,0.44,545.0,930.0,20788.62505341787,810.0
Mcdaniel,Justin,73.0,170.0,59.7,F,oui,bac,Bretagne,oui,non,4222.0,marié,3.0,0.03,531.0,691.24,500.0,1051.0
Williams,Kathleen,66.0,180.2,87.2,H,non,master,Corse,non,non,4100.0,marié,0.0,0.21,743.0,2410.432,500.0,1980.0
Luna,Benjamin,39.0,186.6,82.6,H,oui,master,Occitanie,oui,oui,3149.0,marié,2.0,0.85,600.0,688.67,22092.708515061127,940.0
Costa,Michael,29.0,161.9,57.4,H,non,bac+2,Normandie,oui,non,2152.0,marié,4.0,0.88,644.2,3479.3419999999996,500.0,1317.0
Spencer,Alexandra,37.0,153.9,57.1,F,non,bac+2,Hauts-de-France,oui,non,2652.0,marié,1.0,0.21,519.6,10000.0,500.0,585.0
Murphy,William,49.0,186.6,65.8,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,1522.0,célibataire,1.0,0.09,450.0,6422.67,500.0,964.0
Barnett,Lydia,22.0,164.1,45.9,H,non,bac+2,Bretagne,non,oui,1290.0,marié,2.0,0.38,398.8,127.1,16857.98479163118,351.0
Baker,Ryan,33.0,158.6,109.5,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3351.0,marié,0.0,0.18,596.2,10000.0,22455.43441767607,994.0
Jones,Elizabeth,72.0,165.0,56.5,H,oui,bac,Corse,oui,non,3613.0,célibataire,4.0,0.21,749.0,5000.0,500.0,1524.0
Lewis,Ricardo,61.0,161.3,79.3,H,non,bac+2,Hauts-de-France,oui,non,1664.0,marié,1.0,0.85,610.6,10000.0,500.0,460.0
Murray,Monica,43.0,185.8,100.2,F,non,bac,Occitanie,non,non,3269.0,marié,4.0,1.0,470.0,7149.575999999999,500.0,1400.0
Taylor,Joshua,60.0,183.7,80.3,H,oui,doctorat,Occitanie,oui,oui,3928.0,divorcé,2.0,0.11,754.0,6125.46,34295.832598520334,2125.0
